"점수","긴급도","회사","회사코드","헤드라인","부제(N1)","방향(GOOD/BAD/MIXED)","출고리스크","가치방향","산업트렌드대비","스토리각도","추가확인필요","IR질문후보","교차검증","보도여부","보도수","단서유형","severity","정보격차","사실매칭","비교페어_과거","비교페어_최신","비교id","단서id","출처경로","단서생성일","N1검증일"
"","THIS_WEEK","HB테크놀러지","00255275","HB테크놀러지, 디스플레이 장비 매출 의존도 심화","","BAD","MEDIUM","RISK_WARNING","ALIGNED","HB테크놀러지의 장비사업부 매출 중 특정 고객사 의존도가 1분기 만에 급증했습니다. 이는 사업 다각화 전략에 대한 의문을 제기하며, 향후 실적 변동성 확대 가능성을 시사합니다.","장비사업부 매출이 특정 프로젝트 수주로 인해 일시적으로 증가한 것인지, 아니면 구조적인 변화인지 확인 필요. 또한, 해당 매출이 삼성 계열사로 집중된 것인지 여부 확인.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8595","3527","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260316 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 02:31:09","2026-06-08 19:53:21"
"","THIS_WEEK","(주)에이엔피","00143314","(주)에이엔피, 단기 차입금 급증…유동성 경색 우려","","BAD","MEDIUM","RISK_WARNING","ALIGNED","(주)에이엔피의 단기 차입금 급증은 회사의 재무 건전성에 대한 심각한 경고 신호입니다. 이는 잠재적인 유동성 위기로 이어질 수 있으며, 투자자와 채권자들에게 중요한 위험 요소로 작용할 수 있습니다.","단기 차입금 급증의 구체적인 사유, 자금 사용처, 상환 계획, 유동성 확보 방안에 대한 (주)에이엔피 IR팀의 공식적인 답변.","","NEED_MORE","exclusive","","risk_alert","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8255","3443","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260323 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 02:31:09","2026-06-08 19:53:21"
"","THIS_MONTH","오로스테크놀로지","01016479","오로스테크놀로지, 2026년 일본 시장 진출 본격화","","GOOD","MEDIUM","POSITIVE_GROWTH","ALIGNED","오로스테크놀로지가 내수 중심에서 벗어나 해외 시장으로 눈을 돌립니다. 일본 시장 진출을 통해 새로운 성장 동력을 확보하고 글로벌 경쟁력을 강화할 수 있을지 주목됩니다.","일본 시장 진출을 위한 구체적인 파트너십, 현지 법인 설립 계획, 예상 매출 규모 등 상세 계획 확인 필요","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","4160","3076","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250513 / filing_date_prior:20260323 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-05 22:59:13","2026-06-08 19:53:21"
"","THIS_WEEK","한국석유공업","00157991","한국석유공업, 신사업 '아쿠아솔루션' 편입 및 사업 재편","","MIXED","MEDIUM","TRANSFORMATION","ALIGNED","한국석유공업이 신규 법인 '아쿠아솔루션'을 편입하고 기존 사업 일부를 정리하며 사업 포트폴리오 재편에 나섰습니다. 이는 친환경 사업 강화 및 미래 성장 동력 확보를 위한 전략적 움직임으로 해석됩니다.","아쿠아솔루션(주)의 구체적인 사업 내용, 편입 배경 및 기대 효과, 친환경 부표 사업 삭제의 정확한 사유 및 영향 범위에 대한 추가 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","1013","2622","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260319 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-05 22:59:12","2026-06-08 19:53:21"
"","","태경케미컬 주식회사","00109161","태경케미컬, 라이온켐텍 인수 완료...사업 다각화 시동","","GOOD","LOW","TRANSFORMATION","ALIGNED","태경케미컬이 인조대리석 및 합성왁스 제조사 라이온켐텍 지분 인수를 완료하며 사업 포트폴리오 확장에 나섰습니다. 이는 기존 탄산가스 중심 사업 구조에서 벗어나 새로운 성장 동력을 확보하려는 전략적 변화로 해석됩니다.","라이온켐텍 인수 후 태경케미컬의 구체적인 사업 통합 계획 및 시너지 효과에 대한 추가적인 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","5","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","171","3944","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260317 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:52","2026-06-10 14:25:00"
"","THIS_WEEK","주식회사 현대퓨처넷","00403632","현대퓨처넷, 중국 사업 철수 완료…본업 집중으로 체질 개선","","GOOD","LOW","TRANSFORMATION","ALIGNED","현대퓨처넷이 중국 사업 철수를 마무리하며 재무 구조 개선과 본업 경쟁력 강화에 나선다. 이번 사업 재편이 향후 기업 가치 상승으로 이어질지 주목된다.","매각 대금의 구체적인 사용 계획 및 본업(디지털 사이니지, 실감콘텐츠) 투자 확대 계획","","NEED_MORE","exclusive","","strategy_change","5","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8838","3590","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260313 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 02:31:10","2026-06-08 19:53:21"
"","THIS_MONTH","주식회사 에스카테크","00373845","에스카테크, 스팀세차·경정비 신사업 진출","","MIXED","LOW","TRANSFORMATION","ALIGNED","에스카테크가 기존 렌트/리스 사업의 한계를 극복하고 애프터마켓 서비스 다각화를 통해 새로운 성장 동력을 모색합니다. 이번 신사업 진출이 '자동차 토탈서비스 기업'으로서의 경쟁력 강화로 이어질지 주목됩니다.","신규 사업 진출에 따른 구체적인 투자 규모 및 예상 매출, 그리고 기존 사업과의 시너지 창출 방안에 대한 추가 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","5","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","2506","2827","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260331 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-05 22:59:12","2026-06-08 19:53:21"
"","THIS_MONTH","라온로보틱스","00911229","라온로보틱스, 고객 의존도 여전하나 매출 외형 성장","","MIXED","LOW","POSITIVE_GROWTH","ALIGNED","라온로보틱스가 특정 고객사에 대한 높은 매출 의존도를 유지하고 있지만, 사업 규모 확대라는 긍정적 신호도 함께 나타나고 있습니다. 이는 회사의 성장성과 잠재적 리스크를 동시에 파악할 수 있는 기회를 제공합니다.","주요 매출처가 누구인지, 해당 고객사와의 계약 관계는 안정적인지, 신규 고객 확보 노력은 어떻게 진행되고 있는지 확인이 필요합니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","3868","4249","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250514 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:54","2026-06-15 09:17:48"
"","THIS_MONTH","주식회사 서진캠","00361345","서진캠, 전동화 핵심 특허 5건 확보…미래 경쟁력 강화","","GOOD","LOW","TRANSFORMATION","ALIGNED","서진캠이 전동화 부품 시장을 겨냥한 핵심 기술 특허를 다수 확보하며 미래 성장 동력을 강화했습니다. 이는 회사의 사업 포트폴리오 전환 전략에 대한 기대감을 높이는 신호입니다.","K-3 교차 검증을 위해 해당 특허들이 실제 사업 계획과 어떻게 연결되는지, 특허 기술의 상용화 가능성 및 예상 시점, 관련 연구개발 투자 규모 등을 추가 확인해야 합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","2348","4140","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250514 / filing_date_prior:20260323 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_MONTH","(주)마이다스아이티","00340005","마이다스아이티, 신규 SW 'Gen NX' 출시로 포트폴리오 확장","","GOOD","LOW","","","마이다스아이티가 신규 소프트웨어 라인업 'Gen NX'를 출시하며 제품 포트폴리오를 확장했습니다. 이는 회사의 기술적 진보와 미래 성장 동력 확보를 위한 전략 변화를 보여줍니다.","신규 제품 'Gen NX'의 구체적인 기능, 타겟 시장, 출시 일정 및 예상 성과에 대한 추가 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","2199","4132","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260331 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_MONTH","코스맥스비티아이","00219574","코스맥스비티아이, 정부 과제 수주로 신소재 개발 박차","","GOOD","LOW","","","코스맥스비티아이가 정부 과제를 수주하며 미래 성장 동력 확보에 나섰습니다. 특히 초고령 사회 웰에이징을 위한 복합소재 개발은 회사의 장기적인 사업 방향과 일치하는지 주목할 필요가 있습니다.","신규 정부 과제인 '초고령 사회 웰에이징을 위한 차세대 다기능 복합소재 개발' 과제의 구체적인 내용, 수행 기간, 예상되는 연구 성과 및 코스맥스비티아이의 역할에 대한 추가 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","STRONG","2025_annual","2025_q1","1556","4082","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250514 / filing_date_prior:20260317 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_MONTH","한양이엔지(주)","00216762","한양이엔지, 신규 특허 확보로 기술 경쟁력 강화","","GOOD","LOW","POSITIVE_GROWTH","ALIGNED","한양이엔지가 최근 확보한 신규 특허는 반도체 및 디스플레이 설비 분야에서의 기술적 우위를 공고히 하고 미래 성장 동력을 확보하는 데 기여할 것으로 보입니다. 이는 회사의 장기적인 수익성 개선과 시장 내 입지 강화로 이어질 수 있습니다.","신규 특허가 실제 사업에 어떻게 적용될 예정인지, 구체적인 기술 내용 및 예상되는 사업적 효과에 대한 추가적인 설명이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","1537","4079","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250514 / filing_date_prior:20260313 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_WEEK","(주)신영씨앤디","00172778","신영씨앤디, 신규 수주 확대...외형 성장 기대","","GOOD","LOW","","","신영씨앤디가 다수의 신규 프로젝트를 수주하며 수주 잔고를 늘렸다. 이는 회사의 외형 성장과 매출 안정성에 긍정적인 신호로 해석될 수 있다.","신규 수주 프로젝트들의 구체적인 규모 및 예상 매출액, 그리고 각 프로젝트의 예상 완료 시점 확인 필요.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","1274","4065","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260331 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_WEEK","휴스틸","00156488","휴스틸, 관세·재고 부담에 수익성 '빨간불'","","BAD","LOW","","","휴스틸이 관세 인상, 유통 재고 누적, 신규 발주 지연으로 인해 수익성 악화 위험에 직면했습니다. 이는 강관 산업 전반의 불확실성을 보여주는 신호입니다.","관세 인상, 유통 재고 누적, 신규 프로젝트 발주 지연이 구체적으로 어느 정도의 영향을 미치고 있는지, 그리고 회사의 대응 전략은 무엇인지 추가 확인이 필요합니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","994","4039","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260323 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_MONTH","풍산홀딩스","00155531","풍산홀딩스, 경쟁 심화 '지속'…'최근' 삭제로 위기감 고조","","BAD","LOW","","","풍산홀딩스의 핵심 사업인 신동사업부문의 경쟁 환경 변화가 일시적인 현상이 아닌 지속적인 문제임을 시사하는 단서가 포착되었습니다. 이는 회사의 수익성과 시장 지배력에 장기적인 영향을 미칠 수 있는 잠재적 리스크 요인입니다.","경쟁 심화가 구체적으로 어떤 품목에서, 어느 정도의 강도로 지속되고 있는지에 대한 추가적인 설명. 경쟁 심화로 인한 실제 매출 감소, 수익성 악화 등 정량적인 데이터 확인. 경쟁 심화에 대한 회사의 대응 전략.","","NEED_MORE","exclusive","","market_shift","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","969","4036","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260312 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_MONTH","(주)서연탑메탈","00153278","서연탑메탈, 특정 고객 의존도 80%로 심화","","BAD","LOW","","","서연탑메탈의 매출이 특정 고객사에 집중되는 현상이 심화되고 있습니다. 이는 해당 고객사의 경영 환경 변화나 사명 변경이 서연탑메탈의 실적에 직접적인 영향을 미칠 수 있음을 시사합니다.","고객사의 사명 변경이 구체적으로 어떤 고객사를 지칭하는지, 그리고 해당 고객사의 사업 변화가 서연탑메탈에 미칠 구체적인 영향에 대한 추가 확인이 필요합니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","932","4028","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260312 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_MONTH","서울식품공업","00130879","서울식품, 환경사업 수주 23억 증액","","GOOD","LOW","","","서울식품공업이 음식물자원화시설 위탁운영 계약 금액을 23억원 증액하며 환경사업 부문의 성장을 예고하고 있습니다. 이는 회사의 신성장 동력 확보 및 안정적인 매출 증대에 기여할 것으로 보입니다.","NONE","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","570","3994","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260319 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:53","2026-06-15 09:17:48"
"","THIS_WEEK","삼보산업 주식회사","00125822","삼보산업, 핵심 알루미늄 부문 적자 전환 '경고등'","","BAD","LOW","","","삼보산업의 주력 사업인 알루미늄 합금 부문이 연간 기준으로 적자 전환했다는 사실은 회사의 수익성 악화에 대한 우려를 증폭시킵니다. 이 변화의 구체적인 원인과 향후 사업 전략에 대한 분석이 필요합니다.","알루미늄 합금 부문의 적자 전환 원인 (원자재 가격 변동, 판매 단가 하락, 생산 비용 증가 등) 및 향후 수익성 개선 방안에 대한 회사 측의 공식적인 설명이 필요합니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","485","3981","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260407 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:52","2026-06-15 09:17:48"
"","THIS_MONTH","동방아그로","00115384","동방아그로, 농협 의존도 34%로 급증 '리스크'","","BAD","LOW","","","동방아그로의 매출이 특정 거래처인 농협중앙회에 크게 집중되는 추세입니다. 이는 향후 농협의 정책 변화나 거래 조건 변경 시 회사 실적에 큰 영향을 미칠 수 있는 잠재적 리스크 요인입니다.","농협중앙회 의존도 증가의 구체적인 시점 및 원인, 향후 개선 계획에 대한 회사 측 설명","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","305","3958","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260312 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:52","2026-06-15 09:17:48"
"","THIS_MONTH","(주)덕성","00114093","(주)덕성, 인도네시아 법인 설립… 생산 거점 다변화","","GOOD","LOW","","","덕성이 인도네시아에 신규 법인을 설립하며 동남아시아 생산 거점 다변화를 꾀하고 있습니다. 이는 향후 매출 성장 가능성과 함께 글로벌 공급망 재편에 대한 시사점을 제공합니다.","인도네시아 신규 법인의 구체적인 설립 목적, 투자 규모, 예상 생산량 및 현지 시장 진출 전략에 대한 추가 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","284","3954","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250515 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:52","2026-06-10 14:25:00"
"","THIS_MONTH","주식회사 파라텍","00105138","파라텍, 건설 외 수주잔고 64% 급감","","BAD","LOW","","","파라텍의 건설공사 외 사업 부문에서 수주잔고가 크게 줄어든 것은 주목할 만한 변화입니다. 이는 해당 사업 부문의 미래 성장성에 대한 의문을 제기하며, 회사의 전반적인 실적에 미칠 잠재적 영향을 분석할 필요가 있습니다.","건설공사 외 수주잔고 감소의 구체적인 원인 (예: 특정 계약 종료, 신규 수주 부진 등) 및 감소 규모가 정확히 어느 사업 부문에서 발생했는지 추가 확인이 필요합니다.","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2025_q1","110","3926","primary_report:2025 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20250514 / filing_date_prior:20260320 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-09 10:07:52","2026-06-10 14:25:00"
"","THIS_MONTH","씨어스테크놀로지","01514227","씨어스테크놀로지, 'mobiCARE' 진료과 확장 본격화","","GOOD","LOW","POSITIVE_GROWTH","ALIGNED","씨어스테크놀로지가 기존 순환기내과 중심에서 신경과, 정신과 등 타 진료과로 서비스 확장을 추진하며 플랫폼 범용성을 높이고 있다. 이는 장기적으로 AI 알고리즘 고도화를 통한 진단 플랫폼으로서의 독점적 지위 확보와 수익성 개선으로 이어질 전망이다.","각 진료과별 웨어러블 바이오센서 및 AI 알고리즘 유효성 검증 현황 및 구체적인 출시 계획","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","8092","3902","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260512 / filing_date_prior:20260319 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-07 09:40:39","2026-06-10 14:25:00"
"","THIS_WEEK","주식회사 원준","01459212","원준, 1분기 매출 부진 속 수주잔고 소폭 증가","","MIXED","LOW","POSITIVE_GROWTH","ALIGNED","원준의 1분기 매출이 거의 발생하지 않았음에도 수주 잔고가 소폭 증가했다는 점은 주목할 만합니다. 이는 향후 매출 실현 가능성을 보여주는 지표로, 회사의 미래 성장 잠재력을 분석할 수 있는 기회가 될 것입니다.","1분기 매출이 거의 발생하지 않은 구체적인 사유 및 수주 잔고 증가의 주요 계약 내용 확인","","NEED_MORE","exclusive","","numeric_change","4","HIGH_CONFIRMED","STRONG","2025_annual","2026_q1","9803","3888","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260323 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 21:21:05","2026-06-08 19:53:21"
"","THIS_WEEK","(주)휴럼","01453670","휴럼, 바이오 스티뮬레이터 특허 확보… 사업 다각화 시동","","GOOD","LOW","TRANSFORMATION","ALIGNED","휴럼이 신규 특허를 확보하며 기존 건강기능식품 사업에서 메디컬 에스테틱 분야로의 확장을 모색하고 있습니다. 이는 회사의 미래 성장 동력 확보 및 수익 구조 다변화 가능성을 보여줍니다.","신규 특허 '주사용 바이오 스티뮬레이터 겔의 제조 방법'의 구체적인 기술 내용 및 상용화 계획, 예상 시장 규모에 대한 추가 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9798","3886","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 21:21:05","2026-06-08 19:53:21"
"","THIS_WEEK","주식회사 저스템","01383229","저스템, 반도체·2차전지 특허 6건 추가 확보","","GOOD","LOW","TRANSFORMATION","ALIGNED","저스템이 신규 특허 6건을 확보하며 반도체 공정 장비 기술력을 강화하고 미래 성장 동력 확보에 나섰습니다. 이는 기존 사업의 경쟁력 강화와 신규 사업 포트폴리오 확장을 위한 전략적 행보로 해석됩니다.","신규 특허 6건의 구체적인 기술 내용과 각 특허가 어떤 사업 분야(반도체, 2차전지, OLED 등)와 연관되어 있는지, 그리고 해당 기술의 상용화 또는 사업화 계획에 대한 추가 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","STRONG","2025_annual","2026_q1","9751","3865","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260513 / filing_date_prior:20260320 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 21:21:05","2026-06-08 19:53:21"
"","THIS_MONTH","유일에너테크","01368637","유일에너테크, 2차전지 프레스 장치 특허 2건 확보","","GOOD","LOW","POSITIVE_GROWTH","ALIGNED","유일에너테크가 신규 특허 확보를 통해 2차전지 장비 기술 경쟁력을 강화하고 있습니다. 이는 향후 각형 배터리 및 차세대 전지 시장으로의 사업 확장에 긍정적인 영향을 미칠 것으로 예상됩니다.","특허 등록 여부 및 등록 시점, 해당 특허가 실제 양산 라인에 적용될 구체적인 계획 및 예상 시점","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9739","3860","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260401 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 21:21:05","2026-06-08 19:53:21"
"","THIS_MONTH","주식회사 셀바이오휴먼텍","01288410","셀바이오휴먼텍, 하이드로겔 마스크팩·천연소재 개발 완료…매출 다각화 시동","","GOOD","LOW","TRANSFORMATION","ALIGNED","셀바이오휴먼텍이 신소재 개발을 완료하고 화장품 OEM 사업에 진출하며 사업 다각화를 본격화합니다. 이는 회사의 성장 동력 확보와 글로벌 시장 경쟁력 강화에 어떤 영향을 미칠지 주목됩니다.","신규 OEM 사업 개시 및 하이드로겔 마스크팩, 천연 극세사 소재의 구체적인 출시 일정 및 예상 매출 규모, 기존 사업과의 시너지 효과에 대한 추가 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9073","3829","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260514 / filing_date_prior:20260325 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
"","THIS_WEEK","(주)엑스페릭스","01231786","(주)엑스페릭스, 신규 지문 인식 모델 'RealScan-SG10' 출시","","GOOD","LOW","TRANSFORMATION","ALIGNED","(주)엑스페릭스가 신규 지문 인식 모델 'RealScan-SG10'을 출시하며 제품 라인업을 확장합니다. 이는 회사의 기술 혁신과 미래 성장 동력 확보 전략의 일환으로 분석됩니다.","신규 모델 'RealScan-SG10'의 구체적인 출시 시점, 예상 판매량, 타겟 시장, 경쟁사 대비 강점 등에 대한 추가 정보 확인이 필요합니다.","","NEED_MORE","exclusive","","strategy_change","4","HIGH_CONFIRMED","EXACT","2025_annual","2026_q1","9028","3814","primary_report:2026 1분기보고서 / comparison_against:2024년 사업보고서 / filing_date_recent:20260515 / filing_date_prior:20260318 / section:III. 사업의 내용 — 1. 사업의 개요 / 2. 주요 제품·매출 / 3. 원재료 / 4. 생산·설비 / 5. 위험관리 / t","2026-06-06 18:15:38","2026-06-08 19:53:21"
